Crop_Type,Moisture_Requirement_Percent,Temperature_Celsius,Nitrogen_Content_kg_per_hectare,Phosphorus_Content_kg_per_hectare,Potassium_Content_kg_per_hectare,Soil_pH,Rainfall_mm,Crop_Cycle_Duration_Days,Crop_Failure_Risk,IR_Radiation_W_m2,NDVI,Chlorophyll_Content_mg_cm2
Sugarcane,82.64354677058772,24.31749769191488,201.9064595146191,77.6081937081988,149.1778781056638,6.176439365906218,1725.8751780144844,343.9457403707105,1,892.416466194469,0.7443541026043826,30.924362377889974
Rice,70.316981669177,33.87776843514947,127.84120368684631,21.28681858268065,50.02360101713526,6.96416140663727,1770.8155430988463,118.06929901584945,1,768.585282875131,0.840822325279343,22.39746361741737
Sugarcane,72.0198145551405,28.90004238532052,294.35925985398455,64.49528319079319,131.15232636869652,6.441765203673733,2292.493751633794,341.6966333375383,0,760.8104284114493,0.7363978236911719,33.96804116143558
Wheat,59.15919984479532,23.785442060943677,143.32223842015722,45.810207358537085,63.357099513100195,6.774876323217432,527.2030688543753,123.73235147763485,0,518.8191138259101,0.7848193991354235,27.32551151812968
Millets,28.86440650124274,34.91887320779419,42.40437988110083,18.273699223840243,31.22503263909014,7.000646636400101,356.1589143517399,82.4227512600404,0,598.3694325087412,0.7125329998315358,23.88032023070385
Sugarcane,61.82225880749524,38.51688517573339,290.9959449679258,76.1151999778968,134.58394266798405,6.33681168887922,1552.6389765125482,327.6336468953642,0,743.9359288060884,0.8930785136364843,35.790588913129724
Rice,71.31606371085027,30.05942009382798,114.08922785040103,23.26641108307092,59.06761015241479,6.1100589970669885,1028.7801613396232,117.80275536249718,0,729.1248885944516,0.7621430901276591,29.13815636696951
Pulses,42.15073998212168,18.449343029058618,36.43079071559641,25.29292606418224,22.39306663103317,6.1756847294348844,460.3853827849268,88.34630410657329,0,498.8295624369904,0.7932742867397323,23.664719006358197
Rice,55.92456157627272,20.767897872313,100.80761648250804,21.980924680040484,47.667912064088696,6.505778236972049,1380.5597203208222,137.38525399810084,0,764.5901739029586,0.8848811213549715,21.272507094821034
Pulses,56.17264612855675,25.658162671634,31.114156772475987,21.428338145003398,25.664989915425725,6.412516210464402,536.9184519043315,84.27958729164,0,486.53506065451154,0.6496560155921853,22.64817578493675
Millets,45.27380284106631,21.23040984657785,48.07401052176679,18.140849219704286,30.548329711254972,6.630196936063886,408.61941525617397,70.08296035949924,1,412.40811842975734,0.6159159961124012,29.22827435198477
Sugarcane,61.95819256977743,22.22237189917025,215.30389529363472,65.78658382409921,149.83144618771212,6.74599471073606,1927.5663585000934,357.11074706025846,1,820.6159303306272,0.7374502417418244,38.6165122989125
Rice,46.23961663387477,30.743263579706714,100.55340226576762,23.12137136603718,59.923732232452096,5.559604677762655,1243.0855495160429,113.60762171617469,0,671.4656034041868,0.7305862958154172,22.695136372510753
Rice,71.40924949245759,35.352804800083526,100.49215614851501,20.459719172514895,44.181682600554275,6.1509029479322335,1460.7579623239808,112.07194792093861,1,631.6689133363635,0.8678272384867485,27.89965211602642
Millets,57.736654855674864,29.384523922348045,32.01242434830293,23.906537504246806,32.04343164605486,6.255815164555881,443.0308209478651,78.59291628633575,0,410.94569484350257,0.7942262219865523,26.50551242823382
Millets,36.58562405470893,27.930783766934354,41.18009992699079,24.476567534793233,37.86981075711581,7.184433207556854,463.4048744833998,87.08561231804349,0,570.8575540480825,0.775005681799727,28.030876181957495
Wheat,53.279455753224845,16.38026038797433,128.66750212798163,46.61224600019023,56.07962494783905,6.837348126411145,632.029303172128,131.92886730658495,0,681.9501990804756,0.7411856969870281,34.603599277356665
Sugarcane,72.7200776426092,28.045729124827407,270.06859680170305,74.54103598922323,141.33251089108526,7.289042213888196,2180.5327008675376,314.89434837160775,1,956.3519880868823,0.8214036012835814,35.65899484980168
Sugarcane,62.770692659933964,37.171214462862835,241.6376250858172,78.31205801551351,138.3720755905043,6.812995844230597,2153.285451355901,339.16314162604783,0,952.5385751549807,0.8805566443579724,34.149582928423676
Wheat,65.98011714424867,24.25086233364928,175.37666597809627,46.71578164380743,56.28983157006526,6.6182216035928185,588.5144335140172,130.75185365649077,0,614.683809385333,0.6728576067873888,34.17549397923973
Millets,27.09481009980485,21.937533450266375,37.37820261776416,17.12798628969777,30.449961907466317,7.333123249879804,376.9472048991577,85.15609603527471,0,651.3305878952102,0.7845197070479302,29.333114407644477
Sugarcane,69.95970118586654,35.68712140138696,242.71082943643506,55.513407815896734,145.422555549921,7.443746185641247,2411.704365396278,296.71120472617395,0,733.2622151767113,0.8280347451029432,36.35363132390922
Rice,45.59063498541412,29.921478533966727,146.7468883600603,29.261039134020322,46.28863587955575,6.717351378363762,1594.5646688336128,104.44900768319644,1,657.5795923090241,0.8291336568622287,34.82049612496742
Millets,35.679317440342956,26.461167260327432,33.05116757167233,17.71209372659504,31.571557161748874,6.140536787735015,308.0305551885508,83.71438617587104,0,520.9983177388367,0.6673654603000981,23.897327952962822
Wheat,59.14908602158846,17.642740834650436,127.10282982729112,46.8614331003342,66.80021984403967,6.540780927649581,537.8785218058671,120.03819005570347,0,661.5426233278838,0.7054063162371229,33.269200192283556
Wheat,62.849140672342585,24.46962612259474,141.01587740397133,46.93884931635434,54.34332007852942,6.59775692943871,493.13271642962695,148.97113396725433,0,642.2315818499583,0.7063593098947736,28.99357391726909
Wheat,63.06450297369706,15.218373368594932,161.369412919436,44.70689615351833,51.132477933888566,6.217331860520666,602.5042554592519,142.52570663016223,0,500.4790037140309,0.7071057852969684,31.111389876895387
Rice,62.35429272806818,32.471565356062925,148.0807161131485,22.54076934737166,49.90594356784799,6.761595022111658,1541.4708273639412,139.9125697457937,0,716.8444177898975,0.7576546055296198,22.684942652770467
Pulses,42.07180734615564,21.825597495366715,35.17027836546242,22.454795096246905,26.536005993827104,6.286602946470798,489.0509613205463,101.11421249475677,0,510.0728177342506,0.7800557892387501,26.24114523695509
Rice,55.71255184234697,22.352705082168,147.14174353849143,24.911410652287977,45.794799778988995,5.893517436334325,1002.9621099304653,125.83797520282783,1,710.4141091366878,0.7094406201580628,30.41838902701462
Millets,51.0804055102207,22.652926425200036,37.69953338080326,24.800615683099178,37.70369230071254,6.037533173233962,350.5142987179015,74.18909094236531,0,412.5314027672191,0.6157065138328708,21.24706905795341
Pulses,31.294169009806264,29.425848057154838,24.78539032404244,20.226655725002924,28.131667275850823,7.2604673955308,575.2491174840738,80.2642077735307,0,430.9187616015366,0.7486116883241452,28.868796418041143
Pulses,33.60069910191869,24.290875615163436,22.708329145394515,21.978678553993166,26.839485320991827,6.3758822656233685,493.5561193397449,100.46168900405848,0,510.5828733334892,0.6002269498139946,25.76408736449416
Millets,51.14601897069317,20.036324575845267,43.29628266168136,19.50873584629266,39.13984734842975,5.650647377823762,436.15333895604175,89.03552357583881,1,671.532191312779,0.6712004381348987,24.24867220194551
Rice,60.836140205914155,32.165961843922105,138.99642841929503,29.24804381876416,53.065379658995866,6.360716646912093,1946.117606629427,122.47431747684283,1,712.1326049326102,0.8693925251055263,21.549934806042817
Pulses,42.424476732340494,20.358622131877617,23.10869526091151,25.224091421638022,25.953869617845108,6.5245719488303715,592.0792974726298,83.47370685190086,0,473.4397342698389,0.7636672907190569,22.491042959575108
Pulses,54.92281763222887,25.805080773935394,24.255434246602032,28.031653493242125,28.410834207417587,7.063288375032389,556.8835206623896,108.78282585820021,0,444.22617861017153,0.6542506674497676,28.07974248783499
Sugarcane,74.57909868784053,32.09957698589768,224.83774224012737,70.55217675579357,142.4122075942601,6.891070253200219,2450.5580945908305,302.29077950110974,0,947.5809402058771,0.7689576870957846,30.689770839524698
Rice,46.851880941472274,33.59296938765897,131.8922637025352,21.659733389528206,59.58243957380151,5.987690891794894,1294.681948524972,119.44926794698347,0,725.5278085220544,0.8032053146409637,26.571824997280146
Wheat,52.251126459605295,23.371616611370186,160.60154965230294,47.85263637443026,52.74116270821765,6.6467598719645515,510.6596421367686,147.52091872770228,0,549.9732561988601,0.7222537392409648,31.279972956132532
Rice,45.25138230648014,33.24437887613074,123.37394823204653,24.596411113523345,54.275971092975325,5.755342965404763,1780.5496625539051,127.82174830776559,0,635.0716669009006,0.8904663843076659,26.635734976861688
Wheat,57.18111733461754,23.348094740953055,125.8670080338909,41.3542076426872,53.46418020312647,6.408878348113821,617.4217489384022,146.88019099937566,0,636.5454783291973,0.6962771783888615,30.231866499481537
Pulses,59.7636543952472,28.64188926643523,24.191829489537838,27.21207348758159,20.524022765379165,6.562482364436472,413.6775738647374,96.70032854749473,0,409.00975930236547,0.7121083389095559,29.27425883909336
Sugarcane,84.63528527059343,34.912067113744186,200.68608629075666,70.98804588185195,138.96569839401562,6.706046821606756,1113.8924663478972,279.11524218040637,0,708.4567613641149,0.801143064440244,39.36631810385657
Millets,32.26689881578865,26.869544101133823,43.065129512262146,20.92973703352552,35.11085853519573,7.15704520843091,445.88476597930736,89.80930556363384,1,412.483946019199,0.7741633283328866,28.689941915170273
Rice,56.19950352432183,21.58055102379294,122.4868595127912,29.135385290202315,50.48945250082967,5.838594554528493,1538.2867101010293,131.73657945888792,1,773.2151765789065,0.7415086749812616,34.50116513203599
Millets,51.45950476668074,26.637177024242426,41.142696763701565,15.070690132786515,32.69263714225291,7.448101535339428,359.19828174421957,83.30212074453601,0,518.7343556604978,0.6415493691186882,24.808910114205787
Sugarcane,65.34121546437031,38.195580514172576,227.69281235979264,68.69618195820865,126.1237856476555,6.420996650233198,1038.422389407925,314.17788662108075,1,922.4201762121029,0.7267254631397423,33.618310197946066
Millets,34.914524206898676,33.9261947264908,48.29951189261097,17.067834163855306,32.48859025472372,7.317155481707833,376.2606319939781,86.37725579647996,0,645.2191345589248,0.6307356078649473,23.794020608544862
Rice,70.06205341783762,21.31581237586764,146.00356888992567,27.85990623811591,56.85305301299384,5.722820324853129,1719.5122739962085,136.41230403577978,0,853.7188993656804,0.7388583348944295,39.928575896301005
Wheat,56.270325575632214,23.732095396324652,131.27304132139182,46.969318902991766,58.43239738342062,6.638532152279147,515.2699872017738,141.5066455899098,0,655.4271969072948,0.7215852622363472,32.08022265597561
Rice,71.03474414522483,20.014604138067376,137.94170314379244,27.66476472278488,49.4606291866552,6.846751085245045,1256.4225184753845,137.71552508013684,0,644.01611678378,0.7400499588749545,24.13083128203309
Wheat,65.41775020111204,17.67368421636104,141.19248959636337,46.35604400909864,69.82779589856683,6.104385844202631,638.6427302476123,132.47542411375406,0,655.6573715125498,0.6941739757350395,26.28250169250977
Wheat,65.83519377557484,22.07056458303225,146.2524957449158,46.06349272615531,64.06220110055584,6.428577157483255,482.21711396547596,138.766156938555,0,687.2619409157597,0.7952694078824827,27.452960667797026
Rice,51.421620364996954,36.461362430106796,142.38215429688825,25.178634155737807,40.67968358957007,5.515583333596877,1956.1057837375547,135.96835081148734,1,884.357025628552,0.6939271750334199,34.24499848149249
Pulses,44.66839417063162,23.841250872479897,31.979656025970275,25.02723842917938,22.57367167671817,7.270677115936198,469.91311555648895,89.40472126301007,0,687.984277586984,0.7378748895588905,29.41676810390973
Rice,40.458160183176865,32.05509475631385,147.5923155063928,24.743719468154353,59.06322604639521,5.827062983927001,1488.6110065235732,144.17671312561592,0,681.5880664098204,0.8418247727338416,23.17779205430169
Millets,40.71816800649708,28.423618188330103,34.938192383618514,17.052475333560174,34.403110930061416,7.347328704092779,414.1230002879475,73.29126238415319,0,594.560211509861,0.6926378061780427,23.999640876404982
Wheat,61.683972675257124,21.585253417941907,131.16218250170328,42.78393624761654,52.152372436560114,6.685636206189826,648.7649269804817,134.7349267159006,0,773.0774625341262,0.7852511917620423,27.810824143879522
Wheat,64.84130076631823,22.692293634290778,142.42922992962914,42.81266927353663,54.46125667641684,6.16841861843613,604.6979604039352,120.38645862405532,1,715.0851879006923,0.7050269342694618,31.509309237410115
Millets,33.69094348379784,30.755488507492714,47.91650116544315,22.01360560398539,39.61136611023777,6.852080489250639,475.6050445258569,74.01106714135479,0,514.1061749062192,0.7195949045367649,25.805380040528767
Rice,51.01219134469211,22.452592957781473,138.4095907503728,22.889354839762603,44.30284448451183,5.651083630238892,1494.5653504810525,139.6018077119538,1,768.2708444310284,0.7146804997609943,21.209713523346178
Wheat,50.60599672344755,22.576889310876087,127.66332029432172,44.18558131251987,64.91343306798451,6.586333416679735,492.17561712002936,144.98876506859992,0,765.3833553302177,0.725416302486826,27.717073625272583
Millets,52.45346455273601,25.9451899064986,32.12100043624939,24.078137715735473,37.56931910172699,7.210541908612873,426.15776085799513,74.70282106632843,0,696.7085074337299,0.6138917780922336,27.77745954934293
Rice,63.96210584496048,20.82794477410608,102.93460416238159,23.447693693169114,45.035441601108985,6.944311837204197,1830.0580402520889,136.13384850069792,0,787.4153174698213,0.8247031797454712,38.53467433762546
Pulses,35.91170975400812,27.713744563097983,35.25086325091987,25.05353364856898,24.40516720079595,7.345896484728237,482.6788917783956,84.52777244902515,0,584.9395142049161,0.6594082546544096,27.110511659476792
Millets,50.68088641248672,26.729630719026897,45.33484472034446,19.680956704334747,31.050767529879426,6.014513615469621,454.4438105154346,87.56688497099327,0,580.8289318038735,0.656477217650298,26.917764423467812
Wheat,65.00141664675482,17.38304815390521,140.90821993793355,40.24903820032461,52.438997259030316,6.374883473949302,469.1270746128398,135.85126486757906,0,597.2078680951389,0.6340540953285454,33.574695946296465
Rice,55.2217191666291,26.404754267971363,142.24138443740657,22.49611840146459,48.6012060168771,6.9155449183926585,1687.2006490458234,127.44161802701171,0,785.0379177146766,0.7267588991487595,38.965411933468445
Wheat,62.429577818487935,18.59514616785399,132.3852620014131,43.78145093477093,57.2287386804292,6.517503449776693,598.223316579174,136.71924503598257,0,653.004270763412,0.7958091193859183,32.38609404552041
Wheat,64.12104219133474,15.807869874819826,140.6420429971036,42.79456028012282,52.54292073240865,6.081837703424018,535.7952877356,139.29684412907235,1,641.5750082653004,0.7284227528639636,33.54615576381305
Sugarcane,70.2301630471996,38.27731106971209,288.26914358095604,77.26490011774956,148.65654513756397,6.57925529592662,2018.694906818631,323.1584386275151,1,790.6184554649618,0.8504909852319386,33.4695407440313
Wheat,60.19414788897622,20.28179429770169,122.56372105602281,44.35419968710668,61.3336585281877,6.797925604458073,485.16979217638885,125.82642694379572,0,758.5718287375311,0.7532719886842371,34.321925678396866
Sugarcane,62.252156381822395,26.531144926904936,200.14173523289145,60.97082746236708,141.58762415015727,6.981052394958917,2390.584888828156,341.43741867422915,0,785.2347921474087,0.728818208462916,33.825102929845194
Wheat,63.63269350932395,15.259148354238446,143.03301667329126,43.36446044589623,58.858239916647065,6.071531389824461,536.9933313332381,120.05165026006833,0,654.7568355333417,0.6453463025606814,32.507263467504096
Rice,75.32818147481444,26.687651410105055,149.09413037488773,26.081514299875657,57.23861934694228,6.385562605119374,1598.9699888031475,133.2475199250776,0,716.3643621311693,0.8249312624198397,36.90037885170427
Pulses,34.60295087268852,22.114063899875767,35.18714301788244,21.178149802647322,28.12003156388664,6.7130084164998785,457.2360326032092,90.42989816792456,0,474.52679021238646,0.6864396410197161,20.86904894800638
Pulses,30.934012684334498,25.57011284804621,31.238340472408918,28.19819718877421,29.5389985314076,6.498798015703629,404.1490212444313,80.74379780941345,0,602.9462857130817,0.7081368113760769,22.86804167941072
Sugarcane,69.06992118389185,33.186063320294735,263.8703179687767,60.623545126977135,125.1977330874599,6.7078742474116435,2431.0514859950626,301.78965754722105,0,949.1801879873834,0.8544043237677887,33.05250409381075
Rice,52.33039026176087,28.24388241796145,138.21327244876704,29.454803378301403,41.3245145629166,6.27543664120453,1917.353591718871,111.27709108348398,0,607.705207075318,0.6886262972506052,37.07941695997692
Pulses,47.279142113945554,25.29268824212739,22.64473677180613,24.089519600244785,24.943767884436824,6.450591366019164,454.0763184902637,96.57443524107772,1,606.051090539647,0.6763402135778382,24.70670198386477
Sugarcane,66.02125878680434,23.859817086127663,259.2575039920229,56.04901270762571,125.22275565989587,7.242293141350409,1497.8820194847347,348.5108261429372,1,707.8695715725644,0.7696604276930016,33.60547824941652
Wheat,53.07076698988849,18.110643994507196,161.59274088952583,43.263217963552044,58.02877505810155,6.8950546190528605,588.9868118258069,144.1176551155888,0,551.7395476841217,0.6600980076001527,34.10560167380534
Millets,37.525771192746376,23.23024721304268,48.85565805846586,15.401928934650709,34.64139931170582,6.765328910338798,459.04766399025146,89.87972860480531,0,519.3901678088259,0.6628806086862632,28.79289361723614
Sugarcane,81.99682353481512,29.582724408525557,252.7943896304622,72.85860157609642,147.4503318790855,6.19417553538192,1557.3617727523483,331.8036077804832,0,781.4168284893207,0.7845740649859804,35.56094265546211
Wheat,60.83759098601202,18.130761649160853,164.39104389674978,46.26438459432521,63.554185869878246,6.788666323036821,461.6699373489765,129.97570321395608,1,668.7982405264943,0.7443297394933466,25.993177550051573
Rice,74.060739973364,28.70181271628092,114.75061303078432,20.72107642890567,53.37316349715938,6.02937577003632,1392.2382404623868,126.56461211562169,1,854.3354874257479,0.604517742386501,21.216268941699084
Sugarcane,84.03609628877885,22.001621678398504,210.78826805667714,54.335458546864686,141.21102901500262,6.494512398494471,1718.7400558803224,345.943356403931,0,894.5743488957733,0.8697116158307272,39.44846062761508
Rice,59.231516399860645,29.07191021895696,109.8119214026787,29.51241414508445,47.66746581856048,5.712452080554316,1272.4618553183495,127.4134831110419,0,689.15181852214,0.7524458181975437,39.067400571375764
Rice,75.18293328374816,34.06019609577494,136.76361610474328,20.125208615408813,44.30583226669947,6.472198642457821,1138.482553245243,119.73662638689714,0,823.619683426237,0.827170914970365,35.925527752452346
Rice,79.98306626371487,24.19246446171978,147.6853099289803,24.994493131242677,55.641309015306874,6.450782643760996,1268.7481920085647,140.61966309912228,0,740.6981539708707,0.6241487391954781,36.91139363541421
Rice,67.24049330438723,27.5101572936257,135.13180727797385,29.80163374647215,42.607367343790514,5.785092006241572,1041.2314804919065,109.20705954420015,1,694.3751881775552,0.8163800696995698,22.995634242039277
Millets,53.25443210701695,21.068697215725887,35.238772375919794,17.40678039977897,38.767153593907565,6.99858339238663,372.5076801724127,78.36780384501282,1,564.4210070288357,0.6043387464222153,26.269064774463512
Millets,30.488474190558744,29.662794357395782,38.00352438137621,24.76155295542027,32.43858918598521,6.624015329373911,366.8213390004398,70.45739525720893,0,416.42563313613783,0.6789798000136819,23.83813439166185
Millets,26.898682431924932,27.28170394323025,48.52910674953439,21.318948882781704,39.082770864398235,5.81275483527766,390.28287113044826,75.54462034786322,1,605.2532787235541,0.7328116496238612,23.56528018280024
Sugarcane,76.80884432080546,25.929804993125316,213.82228215864222,63.80336544015493,141.8126139687254,7.291266090478794,1064.237978714526,300.9502126941423,1,918.2328142372903,0.8748740323953216,33.202994772791875
Millets,31.962765392114754,20.73414291331231,38.22731269159142,17.586066034412045,31.669682801269836,5.743207936855908,402.2301450873656,81.88806790731216,0,528.089877378148,0.782692016728346,21.040632714727302
Sugarcane,63.862890418675065,38.475575337331584,212.09071492691712,71.72391892784263,131.76714851767835,6.74282516776968,1815.7800803618907,310.0564740761065,0,763.2243394766683,0.707474072589482,38.66037171780265
Millets,41.1719256513135,29.80552638113214,38.19417687619603,20.041365482066837,34.02059352505539,6.229656766331724,347.8150538225975,79.868210191971,0,467.22136586662856,0.61791902155977,27.721284973005794
Sugarcane,66.43794094187564,29.210709162284378,256.7863787537476,54.124550380646426,138.16577227467204,7.026906311040831,2063.8312115748095,311.09188744288315,0,713.705479797156,0.7686396654714825,35.68194678405061
Pulses,48.838700915595794,25.95481497857876,33.39298827171027,22.78531386950928,20.126525180527754,6.547987098494253,401.56047371707604,88.424838654025,0,498.42612924849175,0.6927467647924448,27.13658241129136
Sugarcane,67.10442999107295,39.435999844921334,269.8888668339019,61.911462237922166,141.47177571211424,6.239982747878836,1779.9361603678149,282.0438449388977,1,811.5768839521998,0.8864631216926824,38.32888121738182
Pulses,48.782871454575904,19.944225386502417,30.0985994294119,26.331676857748775,24.204316974747695,7.406335554409244,436.88221221788433,82.13960994975724,0,558.8254881817816,0.7305958985747151,23.82461871441906
Millets,51.13932685944506,26.483469145490066,47.06438122164568,22.244116583063672,32.56366206581565,5.747742393289529,445.1372750486159,77.65273204550665,1,578.8082813447172,0.6028410332284662,29.02308767338795
Sugarcane,74.16710041026678,31.05294148035781,251.665133993439,53.94063536089456,143.92265775115743,7.374523560187173,1791.5545724612089,323.0698719173378,0,940.1713639793736,0.7454133919584399,34.44539178240445
Wheat,59.83078743224043,22.550640948836076,123.91990174037461,49.88773463284235,56.485537461077804,6.045884885721767,581.2492638825158,146.35653931939981,0,524.2140411520561,0.7877434020815761,30.551090822127286
Millets,46.11822755580732,29.386891614435,47.77988644192118,20.270129532555803,38.76481968263238,6.728290180250576,403.1743445507628,83.71806316701367,0,536.6282437761975,0.6447831910155908,27.706915153613078
Sugarcane,72.46688884322562,38.154437897656976,293.52363149304944,74.55027332257345,125.72014366453342,7.074929799920138,1337.2349359562143,334.9260168333781,0,855.963848212667,0.8566598839740563,35.57429883333354
Rice,48.39942418427123,25.821983048488836,129.13761786165315,24.429303891681165,52.2833591391614,6.274135019982127,1408.5358340845228,121.54993651712579,0,688.0164300024862,0.6041928185634462,29.17881852253679
Pulses,41.523176118273845,21.83946778882956,37.60799721501106,20.48924911675418,26.438887034955044,6.008600548743135,467.0896367518684,101.70969170257563,1,590.7365006903278,0.731960415041413,22.31436847417494
Sugarcane,84.60433177518034,30.1580165075109,206.8591773930371,66.30297536839225,145.5781416289857,7.248870404971687,1662.8344732675343,328.2512385834578,0,793.4982951402372,0.7541499258615384,38.669387394256816
Pulses,48.84857748227604,23.65866594554336,25.406907083589573,29.99570323035346,29.035027844082613,6.393441352732062,538.0668557532747,98.47907754401045,0,633.3646022456871,0.7502445335923499,27.25770513732806
Sugarcane,74.4847021156756,20.41259213141923,210.90768531666492,69.69385278575275,133.89072938632117,6.372685994488505,1446.2364241221933,313.36863256439864,0,994.8414996476877,0.8222906474164894,38.53893346301973
Millets,28.305612589603577,21.898610057933944,32.58447399956282,19.682580105509906,33.86342192354174,5.582687312505335,479.81068685339943,88.64954366424804,0,432.5814533827899,0.6417419113036891,28.648215465226663
Pulses,47.5036010444976,20.830540492354565,39.198453741774934,25.639072325578326,27.663789261313894,6.737331321394254,401.2451164508262,85.13003461574422,0,647.3907373857885,0.6804539664879599,20.27599244754341
Pulses,35.27656579897757,22.485139002158355,39.7562522658519,24.00061620352951,22.774836565275002,6.011756378161795,400.8972508714591,81.46971177486222,1,661.3030636593537,0.7132815299706822,28.64079347721426
Pulses,37.804941135766725,27.72755399529798,33.96269283521523,27.79349518617302,24.80567136490289,6.1407349373398645,511.19709255739866,99.97353642164464,0,530.7935182254446,0.6822844364546503,20.480166349311084
Sugarcane,84.91036626100484,36.816972269292876,273.11035051390917,61.56275227427862,121.01248522501876,6.513106373893561,1170.379720765973,361.4179396803248,0,925.2833795791707,0.7342888071356019,32.51355405979822
Sugarcane,72.78602543828264,22.521401623674098,229.01094609751428,59.22354790459407,144.19323935526234,6.920024066692185,2274.7280736960215,336.03898935572096,0,820.7634571575832,0.7737458079765066,36.803709946244844
Sugarcane,67.21027203716702,26.585490721130256,248.254776064155,79.57711044498174,144.48275541023392,6.930296526588614,1781.090329519588,311.84805593869345,0,893.3306029906494,0.8965364040472881,36.717910300198426
Millets,44.85936925101819,28.300832976362475,34.843236348110764,16.254632457012423,36.71699563032054,5.854074358088028,453.2509827622863,88.52349780930447,0,640.9247250317804,0.6745768177241123,28.773724871430616
Millets,30.066208439857277,26.375296816158283,43.5118703660218,23.753698290392258,30.47077171316077,6.54319157138009,300.55730672715015,87.90004195749223,0,491.1214985997447,0.6360279696319588,29.969614743574237
